field,sub_field,year,month,paper_count
cs,cs.AI,2000,3,54
cs,cs.AI,2000,4,4
cs,cs.AI,2000,5,14
cs,cs.AI,2000,6,6
cs,cs.AI,2000,7,14
cs,cs.AI,2000,8,3
cs,cs.AI,2000,9,7
cs,cs.AI,2000,10,4
cs,cs.AI,2000,11,6
cs,cs.AI,2000,12,4
cs,cs.AI,2001,1,3
cs,cs.AI,2001,2,3
cs,cs.AI,2001,3,3
cs,cs.AI,2001,4,2
cs,cs.AI,2001,5,8
cs,cs.AI,2001,6,14
cs,cs.AI,2001,7,8
cs,cs.AI,2001,8,2
cs,cs.AI,2001,9,7
cs,cs.AI,2001,10,5
cs,cs.AI,2001,11,5
cs,cs.AI,2001,12,7
cs,cs.AI,2002,1,5
cs,cs.AI,2002,2,19
cs,cs.AI,2002,3,10
cs,cs.AI,2002,4,9
cs,cs.AI,2002,5,7
cs,cs.AI,2002,6,9
cs,cs.AI,2002,7,28
cs,cs.AI,2002,8,6
cs,cs.AI,2002,9,5
cs,cs.AI,2002,10,6
cs,cs.AI,2002,11,13
cs,cs.AI,2002,12,3
cs,cs.AI,2003,1,6
cs,cs.AI,2003,3,5
cs,cs.AI,2003,4,2
cs,cs.AI,2003,5,26
cs,cs.AI,2003,6,12
cs,cs.AI,2003,7,16
cs,cs.AI,2003,8,6
cs,cs.AI,2003,9,9
cs,cs.AI,2003,10,9
cs,cs.AI,2003,11,16
cs,cs.AI,2003,12,19
cs,cs.AI,2004,1,2
cs,cs.AI,2004,2,11
cs,cs.AI,2004,3,10
cs,cs.AI,2004,4,12
cs,cs.AI,2004,5,35
cs,cs.AI,2004,6,6
cs,cs.AI,2004,7,16
cs,cs.AI,2004,8,12
cs,cs.AI,2004,9,8
cs,cs.AI,2004,10,10
cs,cs.AI,2004,11,12
cs,cs.AI,2004,12,31
cs,cs.AI,2005,1,13
cs,cs.AI,2005,2,17
cs,cs.AI,2005,3,11
cs,cs.AI,2005,4,26
cs,cs.AI,2005,5,11
cs,cs.AI,2005,6,9
cs,cs.AI,2005,7,15
cs,cs.AI,2005,8,9
cs,cs.AI,2005,9,10
cs,cs.AI,2005,10,13
cs,cs.AI,2005,11,12
cs,cs.AI,2005,12,10
cs,cs.AI,2006,1,16
cs,cs.AI,2006,2,9
cs,cs.AI,2006,3,9
cs,cs.AI,2006,4,10
cs,cs.AI,2006,5,20
cs,cs.AI,2006,6,13
cs,cs.AI,2006,7,17
cs,cs.AI,2006,8,10
cs,cs.AI,2006,9,14
cs,cs.AI,2006,10,21
cs,cs.AI,2006,11,21
cs,cs.AI,2006,12,9
cs,cs.AI,2007,1,12
cs,cs.AI,2007,2,9
cs,cs.AI,2007,3,11
cs,cs.AI,2007,4,21
cs,cs.AI,2007,5,34
cs,cs.AI,2007,6,8
cs,cs.AI,2007,7,14
cs,cs.AI,2007,8,11
cs,cs.AI,2007,9,20
cs,cs.AI,2007,10,14
cs,cs.AI,2007,11,16
cs,cs.AI,2007,12,23
cs,cs.AI,2008,1,16
cs,cs.AI,2008,2,13
cs,cs.AI,2008,3,24
cs,cs.AI,2008,4,23
cs,cs.AI,2008,5,30
cs,cs.AI,2008,6,30
cs,cs.AI,2008,7,19
cs,cs.AI,2008,8,10
cs,cs.AI,2008,9,30
cs,cs.AI,2008,10,26
cs,cs.AI,2008,11,24
cs,cs.AI,2008,12,32
cs,cs.AI,2009,1,20
cs,cs.AI,2009,2,30
cs,cs.AI,2009,3,49
cs,cs.AI,2009,4,39
cs,cs.AI,2009,5,32
cs,cs.AI,2009,6,37
cs,cs.AI,2009,7,37
cs,cs.AI,2009,8,13
cs,cs.AI,2009,9,34
cs,cs.AI,2009,10,37
cs,cs.AI,2009,11,25
cs,cs.AI,2009,12,29
cs,cs.AI,2010,1,37
cs,cs.AI,2010,2,38
cs,cs.AI,2010,3,38
cs,cs.AI,2010,4,43
cs,cs.AI,2010,5,38
cs,cs.AI,2010,6,59
cs,cs.AI,2010,7,36
cs,cs.AI,2010,8,41
cs,cs.AI,2010,9,31
cs,cs.AI,2010,10,24
cs,cs.AI,2010,11,33
cs,cs.AI,2010,12,59
cs,cs.AI,2011,1,23
cs,cs.AI,2011,2,45
cs,cs.AI,2011,3,45
cs,cs.AI,2011,4,35
cs,cs.AI,2011,5,57
cs,cs.AI,2011,6,191
cs,cs.AI,2011,7,70
cs,cs.AI,2011,8,59
cs,cs.AI,2011,9,100
cs,cs.AI,2011,10,90
cs,cs.AI,2011,11,38
cs,cs.AI,2011,12,33
cs,cs.AI,2012,1,47
cs,cs.AI,2012,2,96
cs,cs.AI,2012,3,86
cs,cs.AI,2012,4,72
cs,cs.AI,2012,5,58
cs,cs.AI,2012,6,206
cs,cs.AI,2012,7,165
cs,cs.AI,2012,8,41
cs,cs.AI,2012,9,62
cs,cs.AI,2012,10,147
cs,cs.AI,2012,11,50
cs,cs.AI,2012,12,105
cs,cs.AI,2013,1,309
cs,cs.AI,2013,2,289
cs,cs.AI,2013,3,509
cs,cs.AI,2013,4,92
cs,cs.AI,2013,5,58
cs,cs.AI,2013,6,67
cs,cs.AI,2013,7,73
cs,cs.AI,2013,8,51
cs,cs.AI,2013,9,90
cs,cs.AI,2013,10,60
cs,cs.AI,2013,11,53
cs,cs.AI,2013,12,79
cs,cs.AI,2014,1,197
cs,cs.AI,2014,2,92
cs,cs.AI,2014,3,47
cs,cs.AI,2014,4,79
cs,cs.AI,2014,5,110
cs,cs.AI,2014,6,77
cs,cs.AI,2014,7,73
cs,cs.AI,2014,8,65
cs,cs.AI,2014,9,53
cs,cs.AI,2014,10,62
cs,cs.AI,2014,11,90
cs,cs.AI,2014,12,82
cs,cs.AI,2015,1,63
cs,cs.AI,2015,2,83
cs,cs.AI,2015,3,89
cs,cs.AI,2015,4,79
cs,cs.AI,2015,5,104
cs,cs.AI,2015,6,95
cs,cs.AI,2015,7,102
cs,cs.AI,2015,8,80
cs,cs.AI,2015,9,96
cs,cs.AI,2015,10,75
cs,cs.AI,2015,11,129
cs,cs.AI,2015,12,122
cs,cs.AI,2016,1,87
cs,cs.AI,2016,2,133
cs,cs.AI,2016,3,124
cs,cs.AI,2016,4,185
cs,cs.AI,2016,5,162
cs,cs.AI,2016,6,220
cs,cs.AI,2016,7,154
cs,cs.AI,2016,8,154
cs,cs.AI,2016,9,148
cs,cs.AI,2016,10,167
cs,cs.AI,2016,11,216
cs,cs.AI,2016,12,195
cs,cs.AI,2017,1,138
cs,cs.AI,2017,2,142
cs,cs.AI,2017,3,241
cs,cs.AI,2017,4,215
cs,cs.AI,2017,5,289
cs,cs.AI,2017,6,221
cs,cs.AI,2017,7,260
cs,cs.AI,2017,8,228
cs,cs.AI,2017,9,307
cs,cs.AI,2017,10,239
cs,cs.AI,2017,11,335
cs,cs.AI,2017,12,201
cs,cs.AI,2018,1,238
cs,cs.AI,2018,2,339
cs,cs.AI,2018,3,296
cs,cs.AI,2018,4,333
cs,cs.AI,2018,5,439
cs,cs.AI,2018,6,400
cs,cs.AI,2018,7,342
cs,cs.AI,2018,8,266
cs,cs.AI,2018,9,422
cs,cs.AI,2018,10,420
cs,cs.AI,2018,11,468
cs,cs.AI,2018,12,316
cs,cs.AI,2019,1,298
cs,cs.AI,2019,2,295
cs,cs.AI,2019,3,350
cs,cs.AI,2019,4,400
cs,cs.AI,2019,5,563
cs,cs.AI,2019,6,466
cs,cs.AI,2019,7,363
cs,cs.AI,2019,8,303
cs,cs.AI,2019,9,567
cs,cs.AI,2019,10,390
cs,cs.AI,2019,11,435
cs,cs.AI,2019,12,327
cs,cs.AI,2020,1,352
cs,cs.AI,2020,2,446
cs,cs.AI,2020,3,403
cs,cs.AI,2020,4,439
cs,cs.AI,2020,5,495
cs,cs.AI,2020,6,566
cs,cs.AI,2020,7,523
cs,cs.AI,2020,8,495
cs,cs.AI,2020,9,775
cs,cs.AI,2020,10,1103
cs,cs.AI,2020,11,861
cs,cs.AI,2020,12,959
cs,cs.AI,2021,1,734
cs,cs.AI,2021,2,987
cs,cs.AI,2021,3,1012
cs,cs.AI,2021,4,1027
cs,cs.AI,2021,5,975
cs,cs.AI,2021,6,1301
cs,cs.AI,2021,7,1020
cs,cs.AI,2021,8,894
cs,cs.AI,2021,9,1129
cs,cs.AI,2021,10,1320
cs,cs.AI,2021,11,1039
cs,cs.AI,2021,12,1083
cs,cs.AI,2022,1,907
cs,cs.AI,2022,2,1105
cs,cs.AI,2022,3,1268
cs,cs.AI,2022,4,1094
cs,cs.AI,2022,5,1432
cs,cs.AI,2022,6,1362
cs,cs.AI,2022,7,1182
cs,cs.AI,2022,8,943
cs,cs.AI,2022,9,1205
cs,cs.AI,2022,10,1730
cs,cs.AI,2022,11,1425
cs,cs.AI,2022,12,1153
cs,cs.AI,2023,1,1054
cs,cs.AI,2023,2,1462
cs,cs.AI,2023,3,1634
cs,cs.AI,2023,4,1352
cs,cs.AI,2023,5,2382
cs,cs.AI,2023,6,1906
cs,cs.AI,2023,7,1644
cs,cs.AI,2023,8,1808
cs,cs.AI,2023,9,1864
cs,cs.AI,2023,10,2522
cs,cs.AI,2023,11,2140
cs,cs.AI,2023,12,2084
cs,cs.AI,2024,1,1957
cs,cs.AI,2024,2,2756
cs,cs.AI,2024,3,2576
cs,cs.AI,2024,4,2417
cs,cs.AI,2024,5,2810
cs,cs.AI,2024,6,3251
cs,cs.AI,2024,7,2692
cs,cs.AI,2024,8,2385
cs,cs.AI,2024,9,2650
cs,cs.AI,2024,10,3814
cs,cs.AI,2024,11,2651
cs,cs.AI,2024,12,3075
cs,cs.AI,2025,1,2485
cs,cs.AI,2025,2,3760
cs,cs.AI,2025,3,3406
cs,cs.AI,2025,4,3028
cs,cs.AI,2025,5,4805
cs,cs.AI,2025,6,3949
cs,cs.AI,2025,7,3474
cs,cs.AI,2025,8,3824
cs,cs.AI,2025,9,4259
cs,cs.AI,2025,10,4843
cs,cs.AI,2025,11,3919
cs,cs.AI,2025,12,3373
cs,cs.AI,2026,1,4183
cs,cs.AI,2026,2,4397
cs,cs.AI,2026,3,4761
cs,cs.AI,2026,4,1334
cs,cs.AR,1998,9,2
cs,cs.AR,1998,10,1
cs,cs.AR,1998,11,1
cs,cs.AR,1999,3,1
cs,cs.AR,1999,10,1
cs,cs.AR,1999,12,1
cs,cs.AR,2000,4,1
cs,cs.AR,2000,9,1
cs,cs.AR,2000,10,1
cs,cs.AR,2001,3,1
cs,cs.AR,2001,8,1
cs,cs.AR,2001,10,1
cs,cs.AR,2001,11,3
cs,cs.AR,2002,6,1
cs,cs.AR,2002,7,2
cs,cs.AR,2003,2,1
cs,cs.AR,2003,3,1
cs,cs.AR,2003,4,1
cs,cs.AR,2003,7,2
cs,cs.AR,2003,9,1
cs,cs.AR,2003,10,2
cs,cs.AR,2003,11,1
cs,cs.AR,2004,2,1
cs,cs.AR,2004,3,1
cs,cs.AR,2004,5,2
cs,cs.AR,2004,7,2
cs,cs.AR,2004,8,1
cs,cs.AR,2004,9,1
cs,cs.AR,2004,11,3
cs,cs.AR,2004,12,3
cs,cs.AR,2005,2,2
cs,cs.AR,2005,3,1
cs,cs.AR,2005,5,2
cs,cs.AR,2005,6,1
cs,cs.AR,2005,8,4
cs,cs.AR,2005,10,1
cs,cs.AR,2005,11,1
cs,cs.AR,2005,12,1
cs,cs.AR,2006,2,2
cs,cs.AR,2006,3,4
cs,cs.AR,2006,5,10
cs,cs.AR,2006,8,3
cs,cs.AR,2006,9,5
cs,cs.AR,2006,10,1
cs,cs.AR,2006,11,1
cs,cs.AR,2006,12,1
cs,cs.AR,2007,1,3
cs,cs.AR,2007,2,1
cs,cs.AR,2007,3,1
cs,cs.AR,2007,4,3
cs,cs.AR,2007,6,5
cs,cs.AR,2007,7,1
cs,cs.AR,2007,8,4
cs,cs.AR,2007,10,110
cs,cs.AR,2007,11,4
cs,cs.AR,2007,12,2
cs,cs.AR,2008,1,1
cs,cs.AR,2008,2,1
cs,cs.AR,2008,5,1
cs,cs.AR,2008,7,2
cs,cs.AR,2008,8,2
cs,cs.AR,2008,9,1
cs,cs.AR,2008,10,1
cs,cs.AR,2008,11,1
cs,cs.AR,2008,12,1
cs,cs.AR,2009,1,3
cs,cs.AR,2009,2,1
cs,cs.AR,2009,3,1
cs,cs.AR,2009,4,2
cs,cs.AR,2009,5,1
cs,cs.AR,2009,6,2
cs,cs.AR,2009,7,1
cs,cs.AR,2009,8,1
cs,cs.AR,2009,9,3
cs,cs.AR,2009,10,5
cs,cs.AR,2009,11,1
cs,cs.AR,2010,1,5
cs,cs.AR,2010,2,4
cs,cs.AR,2010,3,1
cs,cs.AR,2010,6,1
cs,cs.AR,2010,7,1
cs,cs.AR,2010,8,15
cs,cs.AR,2010,9,8
cs,cs.AR,2010,10,2
cs,cs.AR,2010,11,4
cs,cs.AR,2011,1,3
cs,cs.AR,2011,2,2
cs,cs.AR,2011,3,1
cs,cs.AR,2011,4,4
cs,cs.AR,2011,5,6
cs,cs.AR,2011,6,4
cs,cs.AR,2011,7,2
cs,cs.AR,2011,8,2
cs,cs.AR,2011,9,5
cs,cs.AR,2011,10,9
cs,cs.AR,2011,11,9
cs,cs.AR,2011,12,2
cs,cs.AR,2012,1,6
cs,cs.AR,2012,2,3
cs,cs.AR,2012,3,4
cs,cs.AR,2012,4,6
cs,cs.AR,2012,5,7
cs,cs.AR,2012,6,4
cs,cs.AR,2012,7,6
cs,cs.AR,2012,8,3
cs,cs.AR,2012,9,3
cs,cs.AR,2012,10,4
cs,cs.AR,2012,11,2
cs,cs.AR,2012,12,3
cs,cs.AR,2013,1,3
cs,cs.AR,2013,2,7
cs,cs.AR,2013,3,6
cs,cs.AR,2013,4,6
cs,cs.AR,2013,5,3
cs,cs.AR,2013,6,8
cs,cs.AR,2013,7,7
cs,cs.AR,2013,8,7
cs,cs.AR,2013,9,12
cs,cs.AR,2013,10,9
cs,cs.AR,2013,11,5
cs,cs.AR,2013,12,6
cs,cs.AR,2014,1,10
cs,cs.AR,2014,2,22
cs,cs.AR,2014,3,10
cs,cs.AR,2014,4,9
cs,cs.AR,2014,5,4
cs,cs.AR,2014,6,8
cs,cs.AR,2014,7,5
cs,cs.AR,2014,8,3
cs,cs.AR,2014,9,6
cs,cs.AR,2014,10,4
cs,cs.AR,2014,11,8
cs,cs.AR,2014,12,8
cs,cs.AR,2015,1,3
cs,cs.AR,2015,2,8
cs,cs.AR,2015,3,13
cs,cs.AR,2015,4,6
cs,cs.AR,2015,5,8
cs,cs.AR,2015,6,5
cs,cs.AR,2015,7,3
cs,cs.AR,2015,8,12
cs,cs.AR,2015,9,11
cs,cs.AR,2015,10,4
cs,cs.AR,2015,11,7
cs,cs.AR,2015,12,3
cs,cs.AR,2016,1,5
cs,cs.AR,2016,2,12
cs,cs.AR,2016,3,13
cs,cs.AR,2016,4,6
cs,cs.AR,2016,5,8
cs,cs.AR,2016,6,23
cs,cs.AR,2016,7,10
cs,cs.AR,2016,8,6
cs,cs.AR,2016,9,10
cs,cs.AR,2016,10,15
cs,cs.AR,2016,11,13
cs,cs.AR,2016,12,15
cs,cs.AR,2017,1,13
cs,cs.AR,2017,2,10
cs,cs.AR,2017,3,9
cs,cs.AR,2017,4,10
cs,cs.AR,2017,5,29
cs,cs.AR,2017,6,11
cs,cs.AR,2017,7,13
cs,cs.AR,2017,8,10
cs,cs.AR,2017,9,13
cs,cs.AR,2017,10,17
cs,cs.AR,2017,11,26
cs,cs.AR,2017,12,22
cs,cs.AR,2018,1,18
cs,cs.AR,2018,2,22
cs,cs.AR,2018,3,31
cs,cs.AR,2018,4,11
cs,cs.AR,2018,5,40
cs,cs.AR,2018,6,24
cs,cs.AR,2018,7,23
cs,cs.AR,2018,8,13
cs,cs.AR,2018,9,17
cs,cs.AR,2018,10,18
cs,cs.AR,2018,11,20
cs,cs.AR,2018,12,13
cs,cs.AR,2019,1,13
cs,cs.AR,2019,2,17
cs,cs.AR,2019,3,17
cs,cs.AR,2019,4,24
cs,cs.AR,2019,5,20
cs,cs.AR,2019,6,16
cs,cs.AR,2019,7,18
cs,cs.AR,2019,8,30
cs,cs.AR,2019,9,24
cs,cs.AR,2019,10,30
cs,cs.AR,2019,11,25
cs,cs.AR,2019,12,11
cs,cs.AR,2020,1,17
cs,cs.AR,2020,2,21
cs,cs.AR,2020,3,21
cs,cs.AR,2020,4,42
cs,cs.AR,2020,5,35
cs,cs.AR,2020,6,34
cs,cs.AR,2020,7,66
cs,cs.AR,2020,8,49
cs,cs.AR,2020,9,76
cs,cs.AR,2020,10,56
cs,cs.AR,2020,11,61
cs,cs.AR,2020,12,53
cs,cs.AR,2021,1,47
cs,cs.AR,2021,2,60
cs,cs.AR,2021,3,68
cs,cs.AR,2021,4,69
cs,cs.AR,2021,5,67
cs,cs.AR,2021,6,66
cs,cs.AR,2021,7,59
cs,cs.AR,2021,8,56
cs,cs.AR,2021,9,58
cs,cs.AR,2021,10,54
cs,cs.AR,2021,11,56
cs,cs.AR,2021,12,66
cs,cs.AR,2022,1,62
cs,cs.AR,2022,2,60
cs,cs.AR,2022,3,69
cs,cs.AR,2022,4,62
cs,cs.AR,2022,5,93
cs,cs.AR,2022,6,66
cs,cs.AR,2022,7,62
cs,cs.AR,2022,8,64
cs,cs.AR,2022,9,67
cs,cs.AR,2022,10,58
cs,cs.AR,2022,11,75
cs,cs.AR,2022,12,51
cs,cs.AR,2023,1,54
cs,cs.AR,2023,2,73
cs,cs.AR,2023,3,82
cs,cs.AR,2023,4,86
cs,cs.AR,2023,5,88
cs,cs.AR,2023,6,75
cs,cs.AR,2023,7,65
cs,cs.AR,2023,8,92
cs,cs.AR,2023,9,83
cs,cs.AR,2023,10,73
cs,cs.AR,2023,11,98
cs,cs.AR,2023,12,74
cs,cs.AR,2024,1,98
cs,cs.AR,2024,2,85
cs,cs.AR,2024,3,93
cs,cs.AR,2024,4,113
cs,cs.AR,2024,5,94
cs,cs.AR,2024,6,98
cs,cs.AR,2024,7,128
cs,cs.AR,2024,8,100
cs,cs.AR,2024,9,105
cs,cs.AR,2024,10,107
cs,cs.AR,2024,11,128
cs,cs.AR,2024,12,109
cs,cs.AR,2025,1,119
cs,cs.AR,2025,2,138
cs,cs.AR,2025,3,140
cs,cs.AR,2025,4,156
cs,cs.AR,2025,5,152
cs,cs.AR,2025,6,139
cs,cs.AR,2025,7,134
cs,cs.AR,2025,8,151
cs,cs.AR,2025,9,146
cs,cs.AR,2025,10,123
cs,cs.AR,2025,11,178
cs,cs.AR,2025,12,137
cs,cs.AR,2026,1,118
cs,cs.AR,2026,2,138
cs,cs.AR,2026,3,192
cs,cs.AR,2026,4,53
cs,cs.CC,1991,8,1
cs,cs.CC,1994,9,7
cs,cs.CC,1994,10,2
cs,cs.CC,1994,11,2
cs,cs.CC,1995,4,1
cs,cs.CC,1995,8,1
cs,cs.CC,1996,4,1
cs,cs.CC,1997,3,2
cs,cs.CC,1998,2,2
cs,cs.CC,1998,4,2
cs,cs.CC,1998,5,1
cs,cs.CC,1998,6,1
cs,cs.CC,1998,8,3
cs,cs.CC,1998,9,15
cs,cs.CC,1998,11,4
cs,cs.CC,1998,12,3
cs,cs.CC,1999,1,3
cs,cs.CC,1999,2,4
cs,cs.CC,1999,3,5
cs,cs.CC,1999,4,6
cs,cs.CC,1999,5,2
cs,cs.CC,1999,6,9
cs,cs.CC,1999,7,10
cs,cs.CC,1999,8,1
cs,cs.CC,1999,9,4
cs,cs.CC,1999,10,11
cs,cs.CC,1999,11,6
cs,cs.CC,1999,12,3
cs,cs.CC,2000,1,3
cs,cs.CC,2000,2,2
cs,cs.CC,2000,3,1
cs,cs.CC,2000,4,4
cs,cs.CC,2000,5,8
cs,cs.CC,2000,6,1
cs,cs.CC,2000,7,5
cs,cs.CC,2000,8,3
cs,cs.CC,2000,9,3
cs,cs.CC,2000,10,6
cs,cs.CC,2000,11,5
cs,cs.CC,2000,12,3
cs,cs.CC,2001,1,3
cs,cs.CC,2001,2,7
cs,cs.CC,2001,3,4
cs,cs.CC,2001,4,3
cs,cs.CC,2001,5,2
cs,cs.CC,2001,6,8
cs,cs.CC,2001,7,4
cs,cs.CC,2001,8,3
cs,cs.CC,2001,9,6
cs,cs.CC,2001,10,10
cs,cs.CC,2001,11,10
cs,cs.CC,2001,12,8
cs,cs.CC,2002,1,4
cs,cs.CC,2002,2,1
cs,cs.CC,2002,3,6
cs,cs.CC,2002,4,5
cs,cs.CC,2002,5,19
cs,cs.CC,2002,6,3
cs,cs.CC,2002,7,10
cs,cs.CC,2002,8,11
cs,cs.CC,2002,9,6
cs,cs.CC,2002,10,6
cs,cs.CC,2002,11,9
cs,cs.CC,2002,12,11
cs,cs.CC,2003,1,9
cs,cs.CC,2003,2,6
cs,cs.CC,2003,3,6
cs,cs.CC,2003,4,12
cs,cs.CC,2003,5,11
cs,cs.CC,2003,6,7
cs,cs.CC,2003,7,10
cs,cs.CC,2003,8,6
cs,cs.CC,2003,9,7
cs,cs.CC,2003,10,3
cs,cs.CC,2003,11,7
cs,cs.CC,2003,12,5
cs,cs.CC,2004,1,1
cs,cs.CC,2004,2,5
cs,cs.CC,2004,3,4
cs,cs.CC,2004,4,5
cs,cs.CC,2004,5,4
cs,cs.CC,2004,6,10
cs,cs.CC,2004,7,7
cs,cs.CC,2004,8,7
cs,cs.CC,2004,9,7
cs,cs.CC,2004,10,9
cs,cs.CC,2004,11,9
cs,cs.CC,2004,12,11
cs,cs.CC,2005,1,12
cs,cs.CC,2005,2,13
cs,cs.CC,2005,3,12
cs,cs.CC,2005,4,14
cs,cs.CC,2005,5,11
cs,cs.CC,2005,6,13
cs,cs.CC,2005,7,14
cs,cs.CC,2005,8,10
cs,cs.CC,2005,9,5
cs,cs.CC,2005,10,5
cs,cs.CC,2005,11,15
cs,cs.CC,2005,12,7
cs,cs.CC,2006,1,7
cs,cs.CC,2006,2,11
cs,cs.CC,2006,3,16
cs,cs.CC,2006,4,17
cs,cs.CC,2006,5,10
cs,cs.CC,2006,6,18
cs,cs.CC,2006,7,16
cs,cs.CC,2006,8,18
cs,cs.CC,2006,9,20
cs,cs.CC,2006,10,14
cs,cs.CC,2006,11,11
cs,cs.CC,2006,12,8
cs,cs.CC,2007,1,12
cs,cs.CC,2007,2,22
cs,cs.CC,2007,3,21
cs,cs.CC,2007,4,17
cs,cs.CC,2007,5,16
cs,cs.CC,2007,6,12
cs,cs.CC,2007,7,14
cs,cs.CC,2007,8,15
cs,cs.CC,2007,9,20
cs,cs.CC,2007,10,18
cs,cs.CC,2007,11,16
cs,cs.CC,2007,12,16
cs,cs.CC,2008,1,35
cs,cs.CC,2008,2,37
cs,cs.CC,2008,3,20
cs,cs.CC,2008,4,21
cs,cs.CC,2008,5,24
cs,cs.CC,2008,6,11
cs,cs.CC,2008,7,11
cs,cs.CC,2008,8,23
cs,cs.CC,2008,9,21
cs,cs.CC,2008,10,23
cs,cs.CC,2008,11,26
cs,cs.CC,2008,12,17
cs,cs.CC,2009,1,19
cs,cs.CC,2009,2,41
cs,cs.CC,2009,3,23
cs,cs.CC,2009,4,28
cs,cs.CC,2009,5,18
cs,cs.CC,2009,6,41
cs,cs.CC,2009,7,32
cs,cs.CC,2009,8,26
cs,cs.CC,2009,9,31
cs,cs.CC,2009,10,29
cs,cs.CC,2009,11,33
cs,cs.CC,2009,12,37
cs,cs.CC,2010,1,41
cs,cs.CC,2010,2,26
cs,cs.CC,2010,3,21
cs,cs.CC,2010,4,53
cs,cs.CC,2010,5,29
cs,cs.CC,2010,6,40
cs,cs.CC,2010,7,33
cs,cs.CC,2010,8,31
cs,cs.CC,2010,9,33
cs,cs.CC,2010,10,26
cs,cs.CC,2010,11,37
cs,cs.CC,2010,12,51
cs,cs.CC,2011,1,25
cs,cs.CC,2011,2,51
cs,cs.CC,2011,3,26
cs,cs.CC,2011,4,46
cs,cs.CC,2011,5,20
cs,cs.CC,2011,6,34
cs,cs.CC,2011,7,35
cs,cs.CC,2011,8,33
cs,cs.CC,2011,9,28
cs,cs.CC,2011,10,45
cs,cs.CC,2011,11,36
cs,cs.CC,2011,12,41
cs,cs.CC,2012,1,37
cs,cs.CC,2012,2,36
cs,cs.CC,2012,3,43
cs,cs.CC,2012,4,62
cs,cs.CC,2012,5,44
cs,cs.CC,2012,6,29
cs,cs.CC,2012,7,41
cs,cs.CC,2012,8,45
cs,cs.CC,2012,9,27
cs,cs.CC,2012,10,41
cs,cs.CC,2012,11,41
cs,cs.CC,2012,12,37
cs,cs.CC,2013,1,21
cs,cs.CC,2014,5,34
cs,cs.CC,2014,6,40
cs,cs.CC,2014,7,46
cs,cs.CC,2014,8,40
cs,cs.CC,2014,9,44
cs,cs.CC,2014,10,52
cs,cs.CC,2014,11,50
cs,cs.CC,2014,12,53
cs,cs.CC,2015,1,38
cs,cs.CC,2015,2,54
cs,cs.CC,2015,3,31
cs,cs.CC,2015,4,64
cs,cs.CC,2015,5,41
cs,cs.CC,2015,6,49
cs,cs.CC,2015,7,59
cs,cs.CC,2015,8,44
cs,cs.CC,2015,9,47
cs,cs.CC,2015,10,48
cs,cs.CC,2015,11,56
cs,cs.CC,2015,12,44
cs,cs.CC,2016,1,37
cs,cs.CC,2016,2,68
cs,cs.CC,2016,3,39
cs,cs.CC,2016,4,54
cs,cs.CC,2016,5,48
cs,cs.CC,2016,6,40
cs,cs.CC,2016,7,55
cs,cs.CC,2017,7,39
cs,cs.CC,2017,8,50
cs,cs.CC,2017,9,50
cs,cs.CC,2017,10,55
cs,cs.CC,2017,11,68
cs,cs.CC,2017,12,41
cs,cs.CC,2018,1,54
cs,cs.CC,2018,2,66
cs,cs.CC,2018,3,43
cs,cs.CC,2018,4,49
